event_timestamp,name,coord_lat,coord_lon,dt,dt_chicago,dt_thailand,sys_sunrise,sys_sunrise_chicago,sys_sunrise_thailand,sys_sunset,sys_sunset_chicago,sys_sunset_thailand,main_temp,main_temp_celsius,main_feels_like,main_feels_like_celsius,main_temp_min,main_temp_min_celsius,main_temp_max,main_temp_max_celsius,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,base,visibility,weather_id,weather_main,weather_description
1727359433,Chicago,41.85,-87.65,1727359430,2024-09-26-09:03,2024-09-26-21:03,1727350959,2024-09-26-06:42,2024-09-26-18:42,1727394047,2024-09-26-18:40,2024-09-27-06:40,292.16,19,291.89,18,290.18,17,293.49,20,1017,68,1017,996,2.24,stations,10000,800,Clear,clear sky
