event_timestamp,name,coord_lat,coord_lon,dt,dt_chicago,dt_thailand,sys_sunrise,sys_sunrise_chicago,sys_sunrise_thailand,sys_sunset,sys_sunset_chicago,sys_sunset_thailand,main_temp,main_temp_celsius,main_feels_like,main_feels_like_celsius,main_temp_min,main_temp_min_celsius,main_temp_max,main_temp_max_celsius,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,base,visibility,weather_id,weather_main,weather_description
1727241765,Chicago,41.85,-87.65,1727241760,2024-09-25-00:22,2024-09-25-12:22,1727264496,2024-09-25-06:41,2024-09-25-18:41,1727307752,2024-09-25-18:42,2024-09-26-06:42,289.13,15,289.21,16,287.25,14,290.19,17,1009,93,1009,988,2.06,stations,10000,803,Clouds,broken clouds
