event_timestamp,name,coord_lat,coord_lon,dt,dt_chicago,dt_thailand,sys_sunrise,sys_sunrise_chicago,sys_sunrise_thailand,sys_sunset,sys_sunset_chicago,sys_sunset_thailand,main_temp,main_temp_celsius,main_feels_like,main_feels_like_celsius,main_temp_min,main_temp_min_celsius,main_temp_max,main_temp_max_celsius,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,base,visibility,weather_id,weather_main,weather_description
1727323479,Chicago,41.85,-87.65,1727323355,2024-09-25-23:02,2024-09-26-11:02,1727264496,2024-09-25-06:41,2024-09-25-18:41,1727307752,2024-09-25-18:42,2024-09-26-06:42,289.56,16,289.29,16,286.64,13,290.39,17,1015,78,1015,994,0,stations,10000,800,Clear,clear sky
