event_timestamp,name,coord_lat,coord_lon,dt,dt_chicago,dt_thailand,sys_sunrise,sys_sunrise_chicago,sys_sunrise_thailand,sys_sunset,sys_sunset_chicago,sys_sunset_thailand,main_temp,main_temp_celsius,main_feels_like,main_feels_like_celsius,main_temp_min,main_temp_min_celsius,main_temp_max,main_temp_max_celsius,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,base,visibility,weather_id,weather_main,weather_description
1727239244,Chicago,41.85,-87.65,1727239137,2024-09-24-23:38,2024-09-25-11:38,1727178034,2024-09-24-06:40,2024-09-24-18:40,1727221457,2024-09-24-18:44,2024-09-25-06:44,289.41,16,289.55,16,287.9,14,290.36,17,1009,94,1009,988,1.34,stations,10000,804,Clouds,overcast clouds
